Source_ID,Rupture_ID,Rup_Var_ID,Magnitude
218,241,50,7.25
218,258,93,7.45
218,259,8,7.45
218,260,83,7.45
218,266,49,7.65
218,267,114,7.75
218,265,27,7.55
218,260,54,7.45
218,251,71,7.35
218,255,79,7.35
218,223,31,7.15
218,258,99,7.45
218,222,0,7.15
218,252,82,7.35
218,266,132,7.65
218,265,120,7.55
218,266,98,7.65
218,243,26,7.25
218,253,46,7.35
218,224,6,7.15
218,257,90,7.45
218,219,30,7.15
218,260,6,7.45
218,264,113,7.45
218,261,98,7.45
218,256,7,7.35
218,259,0,7.45
218,254,56,7.35
218,266,47,7.65
218,267,30,7.75
218,259,33,7.45
218,266,84,7.65
218,260,24,7.45
218,267,109,7.75
218,266,108,7.65
218,248,2,7.35
218,261,25,7.45
218,267,0,7.75
218,254,77,7.35
218,253,1,7.35
218,265,113,7.55
218,223,29,7.15
218,266,77,7.65
218,264,83,7.45
218,265,125,7.55
218,254,6,7.35
218,267,53,7.75
218,255,70,7.35
218,256,1,7.35
218,239,13,7.25
218,264,106,7.45
218,261,88,7.45
218,259,54,7.45
218,261,97,7.45
218,241,33,7.25
218,257,2,7.45
218,256,9,7.35
218,266,26,7.65
218,251,37,7.35
218,256,86,7.35
218,263,97,7.35
218,259,25,7.45
218,255,17,7.35
218,267,82,7.75
218,223,48,7.15
218,172,24,6.95
218,267,95,7.75
218,256,46,7.35
218,241,32,7.25
218,240,11,7.25
218,257,0,7.45
218,260,17,7.45
218,259,35,7.45
218,261,29,7.45
218,263,64,7.35
218,261,94,7.45
218,258,45,7.45
218,263,0,7.35
218,254,46,7.35
218,256,19,7.35
218,267,54,7.75
218,242,70,7.25
218,266,117,7.65
218,257,106,7.45
218,255,76,7.35
218,249,81,7.35
218,236,67,7.25
218,266,28,7.65
218,265,77,7.55
218,266,22,7.65
218,222,5,7.15
218,261,50,7.45
218,223,30,7.15
218,260,97,7.45
218,266,100,7.65
218,265,130,7.55
218,263,7,7.35
218,255,14,7.35
218,257,52,7.45
218,265,20,7.55
218,265,111,7.55
218,259,103,7.45
218,198,7,7.05
218,254,16,7.35
218,265,39,7.55
218,240,26,7.25
218,265,107,7.55
218,267,88,7.75
218,248,13,7.35
218,236,13,7.25
218,222,11,7.15
218,197,7,7.05
218,267,119,7.75
218,251,0,7.35
218,249,54,7.35
218,267,52,7.75
218,266,106,7.65
218,243,37,7.25
218,259,40,7.45
218,266,101,7.65
218,267,14,7.75
218,265,69,7.55
218,241,68,7.25
218,266,35,7.65
218,265,74,7.55
218,221,4,7.15
218,221,10,7.15
218,266,57,7.65
218,196,3,7.05
218,264,64,7.45
218,267,46,7.75
218,242,34,7.25
218,220,45,7.15
218,251,11,7.35
218,198,34,7.05
218,252,39,7.35
218,261,109,7.45
218,264,115,7.45
218,255,0,7.35
218,264,18,7.45
218,267,85,7.75
218,261,12,7.45
218,266,109,7.65
218,257,42,7.45
218,256,2,7.35
218,243,33,7.25
218,264,27,7.45
218,255,85,7.35
218,256,5,7.35
218,267,37,7.75
218,253,64,7.35
218,257,32,7.45
218,265,112,7.55
218,242,9,7.25
218,242,27,7.25
218,261,112,7.45
218,267,97,7.75
218,260,64,7.45
218,224,55,7.15
218,240,50,7.25
218,254,73,7.35
218,267,39,7.75
218,258,103,7.45
218,222,43,7.15
218,267,42,7.75
218,265,85,7.55
218,239,59,7.25
218,260,40,7.45
218,243,11,7.25
218,238,57,7.25
218,172,27,6.95
218,267,94,7.75
218,266,53,7.65
218,266,78,7.65
218,260,33,7.45
218,241,57,7.25
218,264,7,7.45
218,242,28,7.25
218,264,97,7.45
218,259,81,7.45
218,264,118,7.45
218,242,50,7.25
218,266,1,7.65
218,252,32,7.35
218,249,64,7.35
218,254,0,7.35
218,266,31,7.65
218,264,14,7.45
218,263,103,7.35
218,255,66,7.35
218,223,53,7.15
218,241,29,7.25
218,259,7,7.45
218,242,62,7.25
218,257,49,7.45
218,241,67,7.25
218,255,75,7.35
218,260,86,7.45
218,243,0,7.25
218,240,53,7.25
218,242,33,7.25
218,260,69,7.45
218,259,32,7.45
218,260,61,7.45
218,256,4,7.35
218,221,47,7.15
218,257,114,7.45
218,266,8,7.65
218,254,22,7.35
218,199,16,7.05
218,243,30,7.25
218,261,67,7.45
218,251,76,7.35
218,266,96,7.65
218,239,64,7.25
218,220,40,7.15
218,266,46,7.65
218,267,132,7.75
218,261,24,7.45
218,266,15,7.65
218,261,93,7.45
218,265,97,7.55
218,218,49,7.15
218,256,50,7.35
218,267,130,7.75
218,239,54,7.25
218,220,49,7.15
218,258,74,7.45
218,266,116,7.65
218,239,33,7.25
218,266,52,7.65
218,267,72,7.75
218,266,50,7.65
218,265,114,7.55
218,199,43,7.05
218,266,125,7.65
218,267,101,7.75
218,254,53,7.35
218,256,8,7.35
218,265,128,7.55
218,267,134,7.75
218,266,97,7.65
218,253,3,7.35
218,256,61,7.35
218,257,59,7.45
218,199,19,7.05
218,221,44,7.15
218,266,40,7.65
218,249,69,7.35
218,264,72,7.45
218,243,52,7.25
218,238,12,7.25
218,217,55,7.15
218,259,4,7.45
218,248,11,7.35
218,267,79,7.75
218,263,3,7.35
218,252,44,7.35
218,254,2,7.35
218,259,55,7.45
218,241,60,7.25
218,248,70,7.35
218,224,37,7.15
218,267,136,7.75
218,267,48,7.75
218,241,10,7.25
218,263,2,7.35
218,259,28,7.45
218,252,42,7.35
218,264,66,7.45
218,264,93,7.45
218,264,120,7.45
218,260,81,7.45
218,258,8,7.45
218,261,44,7.45
218,255,37,7.35
218,267,56,7.75
218,259,91,7.45
218,259,90,7.45
218,256,41,7.35
218,267,127,7.75
218,264,67,7.45
218,250,72,7.35
218,218,52,7.15
218,255,12,7.35
218,257,9,7.45
218,265,8,7.55
218,266,58,7.65
218,258,88,7.45
218,256,20,7.35
218,254,81,7.35
218,221,23,7.15
218,240,8,7.25
218,249,58,7.35
218,257,110,7.45
218,255,1,7.35
218,239,6,7.25
218,255,18,7.35
218,258,91,7.45
218,261,90,7.45
218,258,73,7.45
218,267,68,7.75
218,266,85,7.65
218,239,36,7.25
218,266,94,7.65
218,223,3,7.15
218,252,3,7.35
218,194,4,7.05
218,249,4,7.35
218,254,7,7.35
218,260,91,7.45
218,267,26,7.75
218,259,44,7.45
218,198,41,7.05
218,266,104,7.65
218,257,71,7.45
218,221,6,7.15
218,267,96,7.75
